,id,regionname,countryname,projectstatusdisplay,last_stage_reached_name,project_name,pdo,impagency,cons_serv_reqd_ind,url,boardapprovaldate,closingdate,projectfinancialtype,curr_project_cost,curr_ibrd_commitment,curr_ida_commitment,curr_total_commitment,grantamt,borrower,lendinginstr,envassesmentcategorycode,esrc_ovrl_risk_rate,sector1,sector2,sector3,theme1,theme2
1793,P174825,South Asia,Republic of India,Pipeline,Decision Meeting,West Bengal Boosting Logistics Efficiency and Trade Facilitation Program,to enhance logistics efficiency and trade facilitation.,"West Bengal Department of Industries, Commerce and Enterprises",,http://projects.worldbank.org/P174825/null?lang=en,,,,150000000,150000000,0,150000000,,India,Program-for-Results Financing,,,,,,,
1800,P174798,South Asia,Republic of India,Active,Bank Approved,Fisheries Sector COVID-19 Recovery Project,"To support the fisheries sector recovery with expanded access to working capital and insurance, improved fisheries value-chains, and  enhanced fish product safety.","Department of Fisheries, Ministry of Fisheries, Animal Husbandry and Dairying, National Fisheries Development Board",,http://projects.worldbank.org/P174798/null?lang=en,2022-06-17T00:00:00Z,2027-06-30,Other,689360000,150000000,0,150000000,50000000,INDIA,Investment Project Financing,,Moderate,Fisheries,"Public Administration - Agriculture, Fishing & Forestry",Capital Markets,,
1805,P174778,South Asia,Republic of India,Active,Bank Approved,The Resilient Kerala Program,"The objective of the Program is to enhance Kerala’s resilience against the impacts of climate change and natural disasters, includin g disease outbreaks and pandemics.",Government of Kerala,,http://projects.worldbank.org/P174778/null?lang=en,2021-06-24T00:00:00Z,2028-06-30,Other,2231650000,125000000,0,125000000,125000000,India,Program-for-Results Financing,,,"Other Water Supply, Sanitation and Waste Management",Social Protection,Sub-National Government,,
1813,P174732,South Asia,Republic of India,Active,Bank Approved,Shimla-Himachal Pradesh Water Supply and Sewerage Services Improvement Program (PforR),The PDO is to strengthen the operational and financial performance of the SJPNL Utility and improve access to water supply and sewer age services in Shimla City.,"Urban Development Department, Government of Himachal Pradesh, Shimla Jal Prabandhan Nigam Limited",,http://projects.worldbank.org/P174732/null?lang=en,2021-11-05T00:00:00Z,2026-12-31,Other,560000000,160000000,0,160000000,,India,Program-for-Results Financing,,,Water Supply,"Other Water Supply, Sanitation and Waste Management","Public Administration - Water, Sanitation and Waste Management",,
1839,P174593,South Asia,Republic of India,Active,Bank Approved,Assam Integrated River Basin Management Program,To reduce the vulnerability of people to climate-related disasters and improve integrated water resources management in Assam.,"Flood and River Erosion Management Agency of Assam, Government of Assam, Water Resources Department, Assam State Disaster Management Authority",Y,http://projects.worldbank.org/P174593/null?lang=en,2023-03-24T00:00:00Z,2027-07-31,Other,135000000,108000000,0,108000000,,India,Investment Project Financing,,Substantial,"Other Water Supply, Sanitation and Waste Management","Public Administration - Water, Sanitation and Waste Management",,,
1846,P174564,South Asia,Republic of India,Active,Bank Approved,West Bengal Building State Capability for Inclusive Social Protection Operation,To strengthen the capability of the State of West Bengal to expand coverage and access to social assistance and targeted services fo r poor and vulnerable groups within the State.,"West Bengal Women & Child Development and Social Welfare Department, West Bengal Finance Department",,http://projects.worldbank.org/P174564/null?lang=en,2022-01-19T00:00:00Z,2028-08-31,IBRD,753000000,125000000,0,125000000,,India,Program-for-Results Financing,,Low,Social Protection,Public Administration - Social Protection,,,
1911,P174312,South Asia,Republic of India,Active,Bank Approved,Second National Ganga River Basin Guarantee,The objective of the Project is to reduce point-source pollution from targeted Urban Areas of the Ganga river basin and support the Central Ministry to strengthen the institutional framework for Ganga river basin management.,,,http://projects.worldbank.org/P174312/null?lang=en,2020-06-25T00:00:00Z,2026-12-31,IBRD,1118000000,19000000,0,19000000,,,Investment Project Financing,,,"Public Administration - Water, Sanitation and Waste Management",,,,
1915,P174292,South Asia,Republic of India,Closed,Bank Approved,"MICRO, SMALL AND MEDIUM ENTERPRISES EMERGENCY RESPONSE",The Project Development Objective of the proposed DPF is to support the GoI in preserving flows of finance to MSMEs through the COVI D-19 crisis and lay the foundations for a stronger MSME financing ecosystem in the recovery phase.,"Department of Financial Services, Ministry of Finance",,http://projects.worldbank.org/P174292/null?lang=en,2020-06-30T00:00:00Z,2021-06-30,IBRD,750000000,750000000,0,750000000,,Republic of India,Development Policy Lending,,,Capital Markets,Banking Institutions,Other Non-bank Financial Institutions,,
1992,P174067,South Asia,Republic of India,Active,Bank Approved,Public Service Capability Enhancement Project,"To enhance functional, domain and behavioral competencies of civil servants in select departments and agencies of the Borrower.","Capacity Building Commission, Department of Personnel and Training, Ministry of Personnel, Public Grievances and Pensions, Karmayogi Bharat",Y,http://projects.worldbank.org/P174067/null?lang=en,2022-04-27T00:00:00Z,2027-03-31,Other,115000000,47000000,0,47000000,,India,Investment Project Financing,,Low,Central Government (Central Agencies),ICT Infrastructure,,,
2012,P174027,South Asia,Republic of India,Closed,Bank Approved,Second Accelerating India's COVID-19 Social Protection Response (PMGKY),"The proposed operation is the second of a series of two to strengthen the capability of state and national governments in India to p rovidecoordinated and adequate social protection to the poor and vulnerable from the shocks triggered by the COVID-19
pandemic",Ministry of Finance Department of Economic Affairs,,http://projects.worldbank.org/P174027/null?lang=en,2020-12-15T00:00:00Z,2022-12-31,IDA,400000000,0,400000000,400000000,,Republic of India,Development Policy Lending,,,"Other Water Supply, Sanitation and Waste Management",Social Protection,Energy Transmission and Distribution,,
2036,P173978,South Asia,Republic of India,Active,Bank Approved,Supporting Andhra's Learning Transformation,"The PDO is to improve learning outcomes, quality of teaching practices and school management in basic education",State of Andhra Pradesh,N,http://projects.worldbank.org/P173978/null?lang=en,2021-06-17T00:00:00Z,2026-12-31,Other,1020000000,250000000,0,250000000,,India,Program-for-Results Financing,,Low,Primary Education,Other Education,Early Childhood Education,,
2042,P173958,South Asia,Republic of India,Active,Bank Approved,Mizoram Health Systems Strengthening Project,Project Development Objective (PDO) is to improve management capacity and quality of health services in Mizoram.,"Health and Family Welfare Department, Government of Mizoram",N,http://projects.worldbank.org/P173958/null?lang=en,2021-03-31T00:00:00Z,2026-03-31,Other,40000000,32000000,0,32000000,,"India (Department of Economic Affairs, Government of India)",Investment Project Financing,,Moderate,Health,Health Facilities and Construction,Public Administration - Health,,
2047,P173943,South Asia,Republic of India,Closed,Bank Approved,Accelerating India's COVID-19 Social Protection Response Program (PMGKY),The Program Development Objective of the proposed operation is to strengthen the capability of state and national governments in Ind ia to provide coordinated and adequate social protection to the poor and vulnerable from the impacts of the COVID-19 pandemic,"Department of Economic Affairs, Ministry of Finance",,http://projects.worldbank.org/P173943/null?lang=en,2020-05-14T00:00:00Z,2021-12-01,IDA,749960000,200000000,549960000,749960000,,Republic of India,Development Policy Lending,,,Social Protection,,,,
2091,P173836,South Asia,Republic of India,Closed,Bank Approved,India COVID-19 Emergency Response and Health Systems Preparedness Project,"The proposed project development objective is to prevent, detect and respond to the threat posed by COVID-19 and strengthen national  health systems for preparedness in India.",Ministry of Health and Family Welfare,N,http://projects.worldbank.org/P173836/null?lang=en,2020-04-02T00:00:00Z,2023-03-31,IBRD,500000000,1000000000,0,1000000000,,"Republic of India, Ministry of Finance",Investment Project Financing,,Substantial,Public Administration - Health,Health,Health Facilities and Construction,,
2147,P173704,South Asia,Republic of India,Active,Bank Approved,Gujarat Outcomes for Accelerated Learning (GOAL),The Program Development Objective of the GOAL Program is to strengthen decentralized management for improved education outcomes in t he state of Gujarat,"Education Department, Government of Gujarat",,http://projects.worldbank.org/P173704/null?lang=en,2021-03-24T00:00:00Z,2027-09-30,Other,2783100000,500000000,0,500000000,,Ministry of Finance,Program-for-Results Financing,,,Public Administration - Education,Early Childhood Education,,,
2163,P173589,South Asia,Republic of India,Active,Bank Approved,Meghalaya Health Systems Strengthening Project,"The project development objective (PDO) is to improve management capacity, quality and utilization of health services in Meghalaya.","Department of Health and Family Welfare, Government of Meghalaya",N,http://projects.worldbank.org/P173589/null?lang=en,2021-09-30T00:00:00Z,2027-03-31,Other,50000000,40000000,0,40000000,,India,Investment Project Financing,,Moderate,Health,Health Facilities and Construction,,,
2199,P173369,South Asia,Republic of India,Dropped,Concept Review,Policy and Institutional Reform on Road Safety Management and Transport Sector Efficiency,"Support the Government of India to introduce road safety policy and institutional reforms aimed at reducing the economic and human c apital impacts from road crashes, improved inter-governmental fiscal transfer mechanism, and enhanced transport connectivity and log istic efficiency.",Minstry of Road Transport and Highways,,http://projects.worldbank.org/P173369/null?lang=en,,,,250000000,250000000,0,250000000,,Minstry of Finance,Development Policy Lending,,,,,,,
2329,P172732,South Asia,Republic of India,Closed,Bank Approved,First Tamil Nadu Housing Sector Strengthening Program Development Policy Loan,"To support the Government of Tamil Nadu to increase the access to affordable housing by strengthening policy, institutions, and regu lations of the housing sector.","Housing and Urban Development Department of the Government of Tamil Nadu, Finance Department of the Government of Tamil Nadu",,http://projects.worldbank.org/P172732/null?lang=en,2020-05-18T00:00:00Z,2022-06-30,IBRD,200000000,200000000,0,200000000,,India,Development Policy Lending,,,Housing Construction,Sub-National Government,,,
2361,P172572,South Asia,Republic of India,Dropped,Begin Appraisal,Second Tamil Nadu Road Sector Project Additional Financing,"The project development objective is to increase road capacity, enhance quality of maintenance, improve safety and support the institutional development of Tamil Nadu's transport and logistics sectors.  The project development objective is to increase road capacity, enhance quality of maintenance, improve safety and support instituti onal development of Tamil Nadu's core road network (CRN).",Government of Tamil Nadu,Y,http://projects.worldbank.org/P172572/null?lang=en,,,,332120000,169000000,0,169000000,,Republic of India,Investment Project Financing,A,,,,,,
